interaction_id,customer_id,interaction_date,interaction_type,reason,sentiment,resolution_status,agent_id,duration_minutes,satisfaction_score
INT0008961,CUST003395,2024-06-04 15:00:00,Chat,Return Request,Negative,Resolved,AGENT036,14,2.0
INT0008962,CUST002205,2022-04-25 01:00:00,Phone Call,Inquiry,Negative,Closed,AGENT006,7,
INT0008963,CUST000005,2022-03-13 02:00:00,Email,Feedback,Positive,Closed,AGENT047,40,5.0
INT0008964,CUST002886,2024-09-21 11:00:00,Social Media,Feedback,Negative,Escalated,AGENT016,22,1.0
INT0008965,CUST001923,2024-07-10 19:00:00,Email,Complaint,Positive,Closed,AGENT037,26,
INT0008966,CUST004713,2023-05-24 18:00:00,Phone Call,Feedback,Negative,Pending,AGENT011,25,3.0
INT0008967,CUST002650,2022-08-30 08:00:00,Phone Call,Feedback,Neutral,Escalated,AGENT003,34,
INT0008968,CUST003173,2023-06-09 03:00:00,Email,Complaint,Positive,Pending,AGENT050,4,
INT0008969,CUST000729,2024-01-03 23:00:00,Email,Inquiry,Positive,Resolved,AGENT044,20,4.0
INT0008970,CUST003617,2022-05-27 22:00:00,Phone Call,Feedback,Negative,Closed,AGENT049,16,
INT0008971,CUST000985,2024-09-17 02:00:00,Social Media,Complaint,Neutral,Escalated,AGENT044,28,3.0
INT0008972,CUST002886,2022-02-21 01:00:00,Store Visit,Inquiry,Positive,Closed,AGENT006,34,3.0
INT0008973,CUST003387,2024-03-28 15:00:00,Store Visit,Inquiry,Neutral,Closed,AGENT017,20,
INT0008974,CUST001708,2024-09-12 00:00:00,Phone Call,Feedback,Negative,Resolved,AGENT010,6,
INT0008975,CUST000739,2022-06-11 13:00:00,Store Visit,Return Request,Negative,Pending,AGENT045,3,
INT0008976,CUST004251,2024-02-16 23:00:00,Store Visit,Complaint,Negative,Escalated,AGENT024,32,5.0
INT0008977,CUST000098,2022-02-20 06:00:00,Email,Inquiry,Positive,Closed,AGENT025,22,5.0
INT0008978,CUST001184,2022-07-16 09:00:00,Phone Call,Feedback,Positive,Pending,AGENT026,38,
INT0008979,CUST001036,2024-09-25 13:00:00,Email,Return Request,Negative,Pending,AGENT022,18,1.0
INT0008980,CUST001096,2023-06-28 14:00:00,Email,Return Request,Positive,Resolved,AGENT006,22,2.0
INT0008981,CUST003130,2024-01-30 18:00:00,Phone Call,Support,Neutral,Escalated,AGENT023,16,2.0
INT0008982,CUST002599,2023-01-25 20:00:00,Social Media,Feedback,Negative,Closed,AGENT005,22,1.0
INT0008983,CUST002598,2023-05-10 06:00:00,Email,Inquiry,Negative,Escalated,AGENT001,45,2.0
INT0008984,CUST004745,2022-12-16 04:00:00,Email,Complaint,Positive,Pending,AGENT002,30,5.0
INT0008985,CUST004447,2023-05-15 19:00:00,Social Media,Support,Neutral,Pending,AGENT006,22,4.0
INT0008986,CUST001615,2024-09-04 17:00:00,Store Visit,Return Request,Positive,Closed,AGENT041,33,1.0
INT0008987,CUST001057,2023-05-04 10:00:00,Store Visit,Complaint,Neutral,Pending,AGENT048,9,
INT0008988,CUST002625,2022-04-09 14:00:00,Chat,Complaint,Neutral,Pending,AGENT006,3,2.0
INT0008989,CUST002698,2022-08-01 02:00:00,Chat,Feedback,Negative,Resolved,AGENT037,31,
INT0008990,CUST003054,2024-08-02 02:00:00,Chat,Complaint,Negative,Pending,AGENT039,36,2.0
INT0008991,CUST000622,2022-06-16 19:00:00,Phone Call,Support,Positive,Escalated,AGENT039,32,2.0
INT0008992,CUST000018,2022-11-22 06:00:00,Store Visit,Return Request,Positive,Escalated,AGENT033,34,3.0
INT0008993,CUST000077,2023-11-11 22:00:00,Store Visit,Inquiry,Neutral,Pending,AGENT005,23,3.0
INT0008994,CUST003946,2024-06-22 10:00:00,Store Visit,Support,Positive,Closed,AGENT031,3,2.0
INT0008995,CUST002854,2023-01-06 15:00:00,Store Visit,Return Request,Negative,Pending,AGENT002,12,3.0
INT0008996,CUST002187,2024-02-02 05:00:00,Store Visit,Feedback,Negative,Escalated,AGENT026,5,
INT0008997,CUST001370,2024-03-25 01:00:00,Chat,Feedback,Neutral,Resolved,AGENT042,29,4.0
INT0008998,CUST000150,2022-10-29 18:00:00,Store Visit,Complaint,Positive,Escalated,AGENT007,20,1.0
INT0008999,CUST004093,2023-01-28 00:00:00,Chat,Support,Neutral,Pending,AGENT004,14,1.0
INT0009000,CUST002090,2024-09-24 11:00:00,Phone Call,Return Request,Negative,Resolved,AGENT033,29,
INT0009001,CUST004499,2023-12-21 17:00:00,Social Media,Feedback,Negative,Closed,AGENT047,16,1.0
INT0009002,CUST001164,2024-02-18 07:00:00,Social Media,Feedback,Negative,Closed,AGENT037,36,
INT0009003,CUST003364,2024-06-14 09:00:00,Chat,Inquiry,Negative,Escalated,AGENT002,28,1.0
INT0009004,CUST004099,2024-09-21 05:00:00,Social Media,Support,Negative,Pending,AGENT001,17,2.0
INT0009005,CUST003836,2024-08-21 01:00:00,Chat,Return Request,Negative,Pending,AGENT050,42,1.0
INT0009006,CUST002157,2022-01-20 20:00:00,Social Media,Support,Neutral,Resolved,AGENT049,37,3.0
INT0009007,CUST001240,2023-01-27 01:00:00,Email,Return Request,Negative,Escalated,AGENT005,36,2.0
INT0009008,CUST002406,2023-12-11 06:00:00,Email,Complaint,Neutral,Closed,AGENT004,23,
INT0009009,CUST001617,2023-11-04 11:00:00,Social Media,Return Request,Negative,Pending,AGENT045,26,4.0
INT0009010,CUST002132,2023-01-19 15:00:00,Phone Call,Complaint,Negative,Pending,AGENT038,40,5.0
INT0009011,CUST002665,2023-02-26 19:00:00,Phone Call,Support,Negative,Resolved,AGENT017,39,
INT0009012,CUST000071,2023-11-23 09:00:00,Social Media,Return Request,Negative,Escalated,AGENT027,29,5.0
INT0009013,CUST001634,2022-12-12 16:00:00,Store Visit,Inquiry,Negative,Pending,AGENT046,3,
INT0009014,CUST002020,2023-10-14 09:00:00,Social Media,Feedback,Neutral,Escalated,AGENT035,33,
INT0009015,CUST000374,2024-02-19 18:00:00,Email,Support,Neutral,Pending,AGENT011,39,2.0
INT0009016,CUST000102,2022-01-02 19:00:00,Store Visit,Inquiry,Negative,Closed,AGENT018,14,3.0
INT0009017,CUST003115,2022-11-24 20:00:00,Store Visit,Feedback,Neutral,Escalated,AGENT002,5,2.0
INT0009018,CUST004771,2023-09-03 13:00:00,Social Media,Return Request,Negative,Closed,AGENT011,25,2.0
INT0009019,CUST004130,2024-07-30 19:00:00,Phone Call,Feedback,Positive,Pending,AGENT021,12,
INT0009020,CUST001734,2023-02-03 11:00:00,Email,Feedback,Negative,Closed,AGENT011,23,1.0
INT0009021,CUST001391,2023-03-11 03:00:00,Chat,Feedback,Positive,Resolved,AGENT019,32,4.0
INT0009022,CUST000639,2023-02-16 18:00:00,Phone Call,Feedback,Negative,Pending,AGENT033,2,2.0
INT0009023,CUST003234,2023-05-09 06:00:00,Social Media,Return Request,Positive,Pending,AGENT021,4,5.0
INT0009024,CUST000524,2024-07-03 05:00:00,Chat,Support,Neutral,Pending,AGENT015,13,5.0
INT0009025,CUST001520,2022-05-29 02:00:00,Email,Return Request,Neutral,Closed,AGENT042,14,
INT0009026,CUST000908,2022-08-30 19:00:00,Chat,Feedback,Neutral,Pending,AGENT009,40,1.0
INT0009027,CUST004563,2022-10-15 07:00:00,Phone Call,Support,Negative,Pending,AGENT047,17,
INT0009028,CUST000845,2022-01-20 18:00:00,Chat,Return Request,Negative,Resolved,AGENT038,38,3.0
INT0009029,CUST003191,2023-02-26 21:00:00,Social Media,Support,Positive,Closed,AGENT015,5,
INT0009030,CUST004347,2023-03-27 23:00:00,Email,Complaint,Positive,Pending,AGENT044,4,
INT0009031,CUST002075,2023-02-09 03:00:00,Chat,Feedback,Neutral,Escalated,AGENT027,23,3.0
INT0009032,CUST000035,2023-01-18 07:00:00,Chat,Support,Negative,Resolved,AGENT032,38,2.0
INT0009033,CUST001643,2022-05-20 12:00:00,Phone Call,Inquiry,Neutral,Resolved,AGENT001,2,
INT0009034,CUST003551,2023-09-24 17:00:00,Email,Feedback,Neutral,Closed,AGENT005,29,4.0
INT0009035,CUST001436,2022-02-12 19:00:00,Social Media,Support,Neutral,Closed,AGENT040,45,
INT0009036,CUST000811,2022-02-22 21:00:00,Phone Call,Support,Positive,Escalated,AGENT044,17,2.0
INT0009037,CUST004390,2022-05-21 10:00:00,Email,Feedback,Negative,Pending,AGENT023,26,2.0
INT0009038,CUST004936,2024-05-26 02:00:00,Phone Call,Return Request,Negative,Resolved,AGENT007,37,4.0
INT0009039,CUST003931,2022-05-18 13:00:00,Phone Call,Support,Neutral,Pending,AGENT047,25,1.0
INT0009040,CUST003560,2022-06-13 10:00:00,Email,Feedback,Negative,Closed,AGENT034,41,5.0
INT0009041,CUST004349,2023-11-14 09:00:00,Email,Feedback,Positive,Pending,AGENT017,9,2.0
INT0009042,CUST004688,2023-04-06 19:00:00,Store Visit,Complaint,Neutral,Pending,AGENT048,29,
INT0009043,CUST000722,2023-02-27 16:00:00,Store Visit,Support,Neutral,Resolved,AGENT004,3,5.0
INT0009044,CUST001295,2022-11-19 18:00:00,Social Media,Feedback,Neutral,Escalated,AGENT044,38,
INT0009045,CUST001706,2023-04-20 01:00:00,Phone Call,Feedback,Neutral,Resolved,AGENT004,2,4.0
INT0009046,CUST001540,2024-03-15 13:00:00,Social Media,Complaint,Negative,Closed,AGENT043,6,4.0
INT0009047,CUST000387,2024-01-01 12:00:00,Social Media,Return Request,Negative,Resolved,AGENT003,9,5.0
INT0009048,CUST003416,2022-12-12 05:00:00,Chat,Complaint,Positive,Resolved,AGENT043,42,5.0
INT0009049,CUST002708,2024-06-30 00:00:00,Chat,Return Request,Negative,Escalated,AGENT018,37,1.0
INT0009050,CUST004383,2022-03-29 18:00:00,Phone Call,Support,Neutral,Pending,AGENT006,33,3.0
INT0009051,CUST001095,2023-08-26 10:00:00,Email,Return Request,Negative,Escalated,AGENT024,37,5.0
INT0009052,CUST004745,2022-02-04 20:00:00,Email,Return Request,Negative,Closed,AGENT002,9,
INT0009053,CUST002961,2023-05-20 19:00:00,Phone Call,Return Request,Neutral,Resolved,AGENT026,27,2.0
INT0009054,CUST001668,2023-01-04 04:00:00,Chat,Feedback,Positive,Closed,AGENT016,4,5.0
INT0009055,CUST000884,2024-06-12 12:00:00,Store Visit,Complaint,Positive,Escalated,AGENT021,42,5.0
INT0009056,CUST000987,2023-09-10 04:00:00,Phone Call,Feedback,Positive,Pending,AGENT025,25,5.0
INT0009057,CUST000870,2022-06-28 00:00:00,Chat,Feedback,Positive,Pending,AGENT039,14,4.0
INT0009058,CUST001769,2024-06-03 04:00:00,Phone Call,Feedback,Neutral,Resolved,AGENT046,20,
INT0009059,CUST001247,2024-06-29 20:00:00,Social Media,Return Request,Neutral,Closed,AGENT005,16,2.0
INT0009060,CUST000826,2023-12-17 17:00:00,Chat,Inquiry,Negative,Resolved,AGENT001,36,5.0
INT0009061,CUST004462,2024-09-17 04:00:00,Phone Call,Return Request,Positive,Pending,AGENT022,17,2.0
INT0009062,CUST003395,2023-01-09 00:00:00,Phone Call,Feedback,Neutral,Pending,AGENT045,33,2.0
INT0009063,CUST001207,2022-01-22 21:00:00,Phone Call,Return Request,Negative,Resolved,AGENT002,21,2.0
INT0009064,CUST001634,2022-11-07 21:00:00,Social Media,Complaint,Neutral,Closed,AGENT028,37,
INT0009065,CUST000109,2024-02-16 01:00:00,Social Media,Complaint,Negative,Escalated,AGENT009,19,
INT0009066,CUST002138,2024-02-10 16:00:00,Social Media,Support,Positive,Resolved,AGENT050,35,2.0
INT0009067,CUST001376,2022-08-10 02:00:00,Social Media,Return Request,Positive,Closed,AGENT041,23,
INT0009068,CUST000415,2022-08-31 12:00:00,Store Visit,Inquiry,Neutral,Resolved,AGENT007,26,
INT0009069,CUST002365,2022-08-15 12:00:00,Store Visit,Return Request,Neutral,Pending,AGENT045,38,5.0
INT0009070,CUST002470,2022-04-11 07:00:00,Chat,Complaint,Neutral,Pending,AGENT036,22,3.0
INT0009071,CUST002784,2024-01-11 08:00:00,Email,Support,Neutral,Pending,AGENT041,7,1.0
INT0009072,CUST002432,2023-05-21 11:00:00,Store Visit,Complaint,Neutral,Escalated,AGENT050,15,
INT0009073,CUST000425,2022-12-15 20:00:00,Email,Return Request,Negative,Escalated,AGENT028,12,5.0
INT0009074,CUST003147,2023-01-23 14:00:00,Email,Complaint,Negative,Resolved,AGENT050,15,5.0
INT0009075,CUST004700,2023-05-15 23:00:00,Phone Call,Feedback,Positive,Pending,AGENT036,18,4.0
INT0009076,CUST002005,2023-02-18 05:00:00,Chat,Feedback,Negative,Pending,AGENT009,14,5.0
INT0009077,CUST002357,2024-07-29 19:00:00,Email,Complaint,Negative,Resolved,AGENT011,26,3.0
INT0009078,CUST001545,2022-11-27 00:00:00,Store Visit,Inquiry,Negative,Escalated,AGENT023,7,5.0
INT0009079,CUST000733,2024-05-24 05:00:00,Email,Support,Neutral,Pending,AGENT013,42,1.0
INT0009080,CUST003634,2024-09-21 18:00:00,Phone Call,Inquiry,Neutral,Resolved,AGENT020,44,
INT0009081,CUST000609,2022-11-05 13:00:00,Email,Support,Negative,Closed,AGENT016,10,4.0
INT0009082,CUST001228,2022-10-25 06:00:00,Email,Inquiry,Positive,Closed,AGENT032,9,
INT0009083,CUST004297,2022-06-13 07:00:00,Phone Call,Support,Neutral,Escalated,AGENT039,13,2.0
INT0009084,CUST000595,2023-08-06 09:00:00,Social Media,Inquiry,Neutral,Escalated,AGENT034,30,5.0
INT0009085,CUST004318,2022-09-11 13:00:00,Email,Support,Negative,Closed,AGENT032,41,3.0
INT0009086,CUST000667,2023-08-10 22:00:00,Social Media,Inquiry,Negative,Pending,AGENT040,15,
INT0009087,CUST002467,2023-08-01 21:00:00,Chat,Support,Positive,Closed,AGENT004,11,5.0
INT0009088,CUST002788,2022-10-13 21:00:00,Email,Complaint,Negative,Resolved,AGENT021,2,
INT0009089,CUST000943,2022-06-30 05:00:00,Social Media,Inquiry,Negative,Closed,AGENT001,44,3.0
INT0009090,CUST000795,2023-08-22 00:00:00,Chat,Support,Negative,Pending,AGENT015,16,5.0
INT0009091,CUST000170,2022-04-20 07:00:00,Store Visit,Complaint,Negative,Resolved,AGENT017,17,1.0
INT0009092,CUST002892,2022-04-17 12:00:00,Store Visit,Feedback,Positive,Closed,AGENT011,4,1.0
INT0009093,CUST001021,2023-01-10 13:00:00,Email,Feedback,Negative,Pending,AGENT039,18,1.0
INT0009094,CUST004018,2023-12-04 10:00:00,Chat,Inquiry,Negative,Pending,AGENT041,3,4.0
INT0009095,CUST002258,2022-09-11 19:00:00,Email,Return Request,Positive,Pending,AGENT022,40,5.0
INT0009096,CUST003297,2022-08-09 12:00:00,Phone Call,Support,Negative,Resolved,AGENT035,22,
INT0009097,CUST003238,2022-02-24 17:00:00,Phone Call,Inquiry,Positive,Closed,AGENT028,33,5.0
INT0009098,CUST003070,2022-04-06 19:00:00,Phone Call,Support,Neutral,Resolved,AGENT005,10,
INT0009099,CUST001612,2023-01-24 17:00:00,Email,Return Request,Neutral,Closed,AGENT003,16,2.0
INT0009100,CUST000475,2024-05-22 21:00:00,Email,Complaint,Neutral,Resolved,AGENT001,33,2.0
INT0009101,CUST004926,2024-01-20 14:00:00,Email,Complaint,Positive,Pending,AGENT031,44,2.0
INT0009102,CUST002950,2022-11-02 07:00:00,Social Media,Inquiry,Positive,Resolved,AGENT002,42,5.0
INT0009103,CUST002848,2023-12-23 04:00:00,Social Media,Support,Positive,Closed,AGENT042,31,
INT0009104,CUST003961,2022-12-14 18:00:00,Social Media,Complaint,Positive,Resolved,AGENT014,19,1.0
INT0009105,CUST004816,2023-04-09 06:00:00,Social Media,Return Request,Negative,Pending,AGENT003,39,2.0
INT0009106,CUST002097,2023-02-12 14:00:00,Social Media,Inquiry,Negative,Pending,AGENT042,3,
INT0009107,CUST003799,2023-06-06 08:00:00,Chat,Feedback,Negative,Pending,AGENT006,9,5.0
INT0009108,CUST003409,2024-03-05 15:00:00,Email,Feedback,Negative,Closed,AGENT009,30,4.0
INT0009109,CUST001422,2023-12-08 11:00:00,Chat,Inquiry,Positive,Resolved,AGENT040,13,4.0
INT0009110,CUST004096,2024-07-21 02:00:00,Email,Feedback,Neutral,Resolved,AGENT019,27,5.0
INT0009111,CUST004582,2022-01-23 18:00:00,Store Visit,Return Request,Neutral,Escalated,AGENT020,6,
INT0009112,CUST000267,2023-05-27 00:00:00,Email,Inquiry,Negative,Closed,AGENT014,14,
INT0009113,CUST004514,2024-07-10 01:00:00,Phone Call,Support,Negative,Pending,AGENT017,41,5.0
INT0009114,CUST002486,2022-09-29 09:00:00,Social Media,Inquiry,Neutral,Closed,AGENT039,15,3.0
INT0009115,CUST003955,2024-03-23 10:00:00,Email,Return Request,Neutral,Closed,AGENT011,27,
INT0009116,CUST003876,2023-07-02 08:00:00,Social Media,Feedback,Negative,Escalated,AGENT035,11,3.0
INT0009117,CUST004306,2022-08-02 03:00:00,Email,Inquiry,Negative,Escalated,AGENT050,25,
INT0009118,CUST004404,2022-11-30 14:00:00,Email,Complaint,Positive,Escalated,AGENT047,10,
INT0009119,CUST000323,2022-12-02 03:00:00,Social Media,Inquiry,Negative,Closed,AGENT034,18,1.0
INT0009120,CUST004007,2023-08-26 10:00:00,Social Media,Complaint,Positive,Closed,AGENT004,17,3.0
INT0009121,CUST000443,2024-06-16 01:00:00,Chat,Support,Negative,Closed,AGENT030,8,4.0
INT0009122,CUST001161,2024-02-04 23:00:00,Chat,Inquiry,Positive,Closed,AGENT039,11,2.0
INT0009123,CUST001340,2024-06-29 03:00:00,Email,Support,Neutral,Closed,AGENT049,36,5.0
INT0009124,CUST003669,2023-03-26 18:00:00,Email,Complaint,Neutral,Escalated,AGENT034,43,5.0
INT0009125,CUST000259,2022-02-28 11:00:00,Store Visit,Return Request,Negative,Resolved,AGENT038,13,3.0
INT0009126,CUST000001,2023-08-14 01:00:00,Email,Return Request,Neutral,Escalated,AGENT049,32,5.0
INT0009127,CUST001471,2024-02-09 08:00:00,Phone Call,Return Request,Neutral,Pending,AGENT045,45,2.0
INT0009128,CUST004079,2022-02-28 23:00:00,Social Media,Complaint,Positive,Resolved,AGENT018,25,5.0
INT0009129,CUST000785,2022-11-20 18:00:00,Phone Call,Feedback,Negative,Closed,AGENT009,27,3.0
INT0009130,CUST002072,2022-09-24 06:00:00,Social Media,Support,Negative,Pending,AGENT005,19,2.0
INT0009131,CUST000887,2023-08-18 23:00:00,Email,Support,Neutral,Closed,AGENT011,18,3.0
INT0009132,CUST001329,2024-01-14 05:00:00,Chat,Feedback,Negative,Escalated,AGENT018,28,
INT0009133,CUST001708,2024-03-24 08:00:00,Store Visit,Inquiry,Positive,Closed,AGENT007,3,2.0
INT0009134,CUST002028,2023-06-09 09:00:00,Phone Call,Inquiry,Positive,Closed,AGENT035,5,1.0
INT0009135,CUST000904,2023-11-08 14:00:00,Social Media,Inquiry,Neutral,Pending,AGENT039,3,3.0
INT0009136,CUST000535,2023-12-10 18:00:00,Email,Feedback,Negative,Closed,AGENT015,39,4.0
INT0009137,CUST001976,2022-05-27 03:00:00,Store Visit,Inquiry,Positive,Resolved,AGENT028,15,4.0
INT0009138,CUST003326,2023-07-23 08:00:00,Email,Support,Positive,Closed,AGENT028,8,2.0
INT0009139,CUST003199,2024-03-18 07:00:00,Chat,Inquiry,Neutral,Escalated,AGENT015,41,4.0
INT0009140,CUST000654,2023-03-10 02:00:00,Chat,Return Request,Negative,Closed,AGENT030,35,1.0
INT0009141,CUST001453,2023-11-23 01:00:00,Social Media,Inquiry,Negative,Pending,AGENT006,36,3.0
INT0009142,CUST000599,2023-05-21 12:00:00,Email,Complaint,Positive,Resolved,AGENT023,8,2.0
INT0009143,CUST001332,2024-02-04 13:00:00,Email,Inquiry,Positive,Resolved,AGENT032,17,5.0
INT0009144,CUST002348,2024-07-14 13:00:00,Social Media,Inquiry,Positive,Resolved,AGENT028,30,1.0
INT0009145,CUST003593,2022-08-28 07:00:00,Store Visit,Return Request,Negative,Pending,AGENT033,27,2.0
INT0009146,CUST004638,2022-11-12 14:00:00,Email,Inquiry,Neutral,Escalated,AGENT042,4,
INT0009147,CUST000701,2023-08-30 15:00:00,Chat,Support,Neutral,Pending,AGENT035,3,
INT0009148,CUST002119,2023-11-02 10:00:00,Chat,Support,Neutral,Closed,AGENT020,23,4.0
INT0009149,CUST000302,2024-04-28 07:00:00,Email,Inquiry,Neutral,Pending,AGENT025,43,
INT0009150,CUST000930,2022-08-26 12:00:00,Social Media,Inquiry,Negative,Closed,AGENT019,13,3.0
INT0009151,CUST001600,2024-07-03 01:00:00,Phone Call,Return Request,Neutral,Closed,AGENT018,31,2.0
INT0009152,CUST000529,2022-06-26 04:00:00,Store Visit,Feedback,Negative,Escalated,AGENT023,31,1.0
INT0009153,CUST001270,2024-05-05 03:00:00,Store Visit,Inquiry,Positive,Pending,AGENT021,37,
INT0009154,CUST001956,2024-09-13 22:00:00,Chat,Return Request,Neutral,Resolved,AGENT005,27,5.0
INT0009155,CUST004182,2023-10-24 08:00:00,Chat,Return Request,Neutral,Resolved,AGENT001,44,3.0
INT0009156,CUST000622,2023-11-25 22:00:00,Phone Call,Complaint,Positive,Pending,AGENT046,2,5.0
INT0009157,CUST000820,2022-06-21 22:00:00,Social Media,Support,Negative,Pending,AGENT035,17,
INT0009158,CUST002815,2024-08-30 11:00:00,Email,Return Request,Negative,Closed,AGENT004,14,1.0
INT0009159,CUST004270,2023-07-17 20:00:00,Social Media,Support,Positive,Escalated,AGENT028,7,3.0
INT0009160,CUST002562,2022-02-08 16:00:00,Email,Complaint,Neutral,Closed,AGENT015,32,
INT0009161,CUST003734,2024-04-12 17:00:00,Phone Call,Feedback,Negative,Pending,AGENT020,36,2.0
INT0009162,CUST001291,2022-07-23 19:00:00,Phone Call,Complaint,Neutral,Closed,AGENT011,34,1.0
INT0009163,CUST004621,2023-04-20 21:00:00,Email,Feedback,Positive,Pending,AGENT006,22,3.0
INT0009164,CUST004081,2022-02-17 23:00:00,Phone Call,Return Request,Positive,Escalated,AGENT003,37,5.0
INT0009165,CUST002869,2022-04-23 10:00:00,Social Media,Support,Positive,Resolved,AGENT050,32,
INT0009166,CUST004660,2024-02-08 17:00:00,Email,Complaint,Neutral,Closed,AGENT038,38,
INT0009167,CUST001002,2023-07-01 15:00:00,Email,Inquiry,Negative,Pending,AGENT008,38,2.0
INT0009168,CUST003602,2023-11-19 21:00:00,Chat,Complaint,Neutral,Resolved,AGENT045,40,
INT0009169,CUST002817,2023-10-04 18:00:00,Social Media,Inquiry,Positive,Escalated,AGENT024,28,
INT0009170,CUST002977,2022-12-26 02:00:00,Phone Call,Feedback,Positive,Escalated,AGENT004,36,5.0
INT0009171,CUST000008,2023-05-08 05:00:00,Email,Inquiry,Negative,Resolved,AGENT006,6,2.0
INT0009172,CUST001190,2023-12-17 21:00:00,Store Visit,Complaint,Neutral,Resolved,AGENT047,43,1.0
INT0009173,CUST002564,2024-03-27 16:00:00,Email,Support,Positive,Pending,AGENT024,45,3.0
INT0009174,CUST002109,2022-12-25 10:00:00,Phone Call,Inquiry,Neutral,Resolved,AGENT040,7,5.0
INT0009175,CUST001310,2024-01-14 03:00:00,Store Visit,Support,Neutral,Escalated,AGENT017,19,2.0
INT0009176,CUST002449,2022-07-13 08:00:00,Store Visit,Feedback,Positive,Closed,AGENT018,12,1.0
INT0009177,CUST002618,2024-04-09 19:00:00,Chat,Feedback,Positive,Escalated,AGENT009,35,
INT0009178,CUST001908,2024-08-06 11:00:00,Chat,Inquiry,Negative,Escalated,AGENT017,36,1.0
INT0009179,CUST000716,2023-01-17 05:00:00,Social Media,Feedback,Neutral,Resolved,AGENT032,41,3.0
INT0009180,CUST001273,2022-02-23 10:00:00,Store Visit,Return Request,Negative,Resolved,AGENT019,24,2.0
INT0009181,CUST000841,2022-05-17 12:00:00,Store Visit,Feedback,Negative,Pending,AGENT016,2,
INT0009182,CUST004466,2022-11-25 10:00:00,Store Visit,Support,Neutral,Escalated,AGENT036,25,5.0
INT0009183,CUST003602,2023-04-08 16:00:00,Social Media,Complaint,Positive,Pending,AGENT047,34,5.0
